id1,id2
29,8016
29,8017
29,8548
29,9095
29,10402
29,10680
29,10695
29,10835
29,13006
29,13086
29,13830
29,13879
29,14235
29,14290
29,14461
29,14603
30,949
30,2139
30,2673
30,2674
30,3909
30,6656
30,6657
30,6990
30,7123
30,7958
30,8492
30,8580
30,9635
30,9666
30,9876
30,10059
30,10273
30,10374
30,10476
30,10696
30,11079
30,11080
30,11584
30,12388
30,12583
30,12930
30,13026
30,13027
31,276
31,446
31,1271
31,1907
31,2283
31,2540
31,2654
31,3031
31,3250
31,3854
31,4113
31,4734
31,4735
31,5523
31,6296
31,6555
31,6600
31,6776
31,7668
31,7835
31,8035
31,8235
31,9611
31,9749
31,10369
31,10887
31,11591
32,320
32,357
32,473
32,562
32,638
32,639
32,640
32,768
32,1144
32,1691
32,1717
32,2076
32,2452
32,2621
32,2733
32,3247
32,3277
32,3344
32,3461
32,3507
32,4044
32,4191
32,4648
32,4678
32,4813
32,4829
32,4987
32,5660
32,5920
32,5960
32,6138
32,6724
32,6744
32,6925
32,7114
32,7305
32,7306
32,7723
32,7840
32,8047
32,8082
32,8409
32,8626
32,8882
32,8883
32,8884
32,8950
32,9097
32,9576
32,9922
32,9989
32,10138
32,10242
32,10660
32,11311
32,11445
32,11634
32,11635
32,11843
32,11921
32,11976
32,12284
32,12406
32,12472
32,12995
32,13020
32,13118
32,13243
32,13491
32,13492
32,13537
32,13538
32,13551
32,13752
32,13928
32,14052
32,14425
32,14561
32,14600
32,14615
33,59
33,1024
33,1025
33,2566
33,2996
33,2997
33,3050
33,5080
33,5121
33,6397
33,6595
33,7961
33,8089
33,9098
33,9145
33,9959
33,9962
33,11095
33,11944
33,12911
33,13996
33,14207
33,14514
34,48
34,206
34,434
34,435
34,1051
34,1488
34,1808
34,3180
34,5140
34,7108
34,7773
34,8487
34,9975
34,10135
34,10839
34,12239
34,12655
34,13304
34,13625
34,13626
34,13876
35,493
35,2048
35,2197
35,2885
35,4210
35,4214
35,5472
35,5984
35,6193
35,6751
35,7918
35,8320
35,8924
35,9051
35,9619
35,14192
35,14301
35,14623
36,37
36,115
36,116
36,245
36,373
36,460
36,797
36,806
36,1216
36,1217
36,1239
36,1276
36,1588
36,1589
36,1590
36,1641
36,1823
36,1893
36,2097
36,2232
36,2434
36,2459
36,3272
36,3273
36,3390
36,3576
36,4318
36,4339
36,4422
36,4436
36,4664
36,4732
36,4876
36,5086
36,5090
36,5359
36,5506
36,5614
36,5889
36,6112
36,6146
36,6434
36,6534
36,6568
36,6942
36,7249
36,7346
36,7371
36,7407
36,7548
36,7946
36,8071
36,8114
36,8115
36,8201
36,8278
36,8281
36,8421
36,8439
36,8456
36,8702
36,8770
36,8784
36,8985
36,9367
36,9403
36,9752
36,9808
36,9924
36,9972
36,10244
36,10298
36,10355
36,10693
36,11537
36,11973
36,11994
36,11995
36,12011
36,12094
36,12233
36,12235
36,12275
36,12308
36,12369
36,12370
36,12427
36,12613
36,13013
36,13014
36,13295
36,13789
36,14011
36,14364
36,14365
36,14441
36,14449
36,14672
36,14674
37,115
37,116
37,245
37,373
37,460
37,797
37,806
37,1216
37,1217
37,1239
37,1276
37,1588
37,1589
37,1590
37,1641
37,1823
37,1893
37,2097
37,2232
37,2434
37,2459
37,3272
37,3273
37,3390
37,3576
37,4318
37,4339
37,4422
37,4436
37,4664
37,4732
37,4876
37,5086
37,5090
37,5359
37,5506
37,5614
37,5889
37,6112
37,6146
37,6434
37,6534
37,6568
37,6942
37,7249
37,7346
37,7371
37,7407
37,7548
37,7946
37,8071
37,8114
37,8115
37,8201
37,8278
37,8281
37,8421
37,8439
37,8456
37,8702
37,8770
37,8784
37,8985
37,9367
37,9403
37,9752
37,9808
37,9924
37,9972
37,10244
37,10298
37,10355
37,10693
37,11537
37,11973
37,11994
37,11995
37,12011
37,12094
37,12233
37,12235
37,12275
37,12308
37,12369
37,12370
37,12427
37,12613
37,13013
37,13014
37,13295
37,13789
37,14011
37,14364
37,14365
37,14441
37,14449
37,14672
37,14674
38,925
38,1699
38,2010
38,2017
38,2248
38,2269
38,2536
38,2554
38,2645
38,2686
38,2894
38,3334
38,3381
38,3718
38,3839
38,3873
38,4630
38,4646
38,4657
38,4839
38,5010
38,5175
38,5176
38,5301
38,5616
38,5975
38,5987
38,6055
38,6083
38,6401
38,6402
38,6483
38,6653
38,8184
38,8447
38,8750
38,8758
38,8759
38,9216
38,9217
38,9218
38,9219
38,9368
38,9376
38,9377
38,9487
38,9787
38,9793
38,9998
38,10159
38,10411
38,10440
38,11252
38,11645
38,11728
38,11773
38,11932
38,12038
38,12040
38,12115
38,12330
38,12410
38,12411
38,12648
38,12792
38,12893
38,13136
38,13285
39,759
39,945
39,956
39,1041
39,1435
39,1438
39,1738
39,1739
39,1766
39,1926
39,2148
39,2336
39,2879
39,2880
39,3114
39,3552
39,3775
39,3848
39,3849
39,4263
39,4563
39,4564
39,4595
39,4712
39,4713
39,5237
39,5383
39,5432
39,5795
39,6145
39,6177
39,6342
39,6516
39,6525
39,7157
39,7192
39,7225
39,7226
39,7266
39,8021
39,8549
39,8663
39,9108
39,9283
39,10213
39,10351
39,11038
39,11069
39,11671
39,11816
39,11819
39,11844
39,12018
39,12155
39,12158
39,12343
39,12350
39,13552
39,13678
39,13694
39,13695
39,13740
39,13865
39,14481
39,14612
39,14619
40,420
40,924
40,1995
40,2300
40,2391
40,2831
40,2963
40,3990
40,4762
40,6082
40,6862
40,6914
40,7230
40,7400
40,7517
40,9877
40,10477
40,11166
40,11267
40,11472
40,12535
40,12848
40,13160
40,13690
40,13841
40,13953
40,14062
40,14238
41,617
41,726
41,1384
41,1474
41,1981
41,2385
41,2471
41,2826
41,2827
41,3071
41,3565
41,3695
41,4740
41,6095
41,6334
41,6443
41,6475
41,6610
41,7098
41,7158
41,7485
41,9272
41,10412
41,10762
41,10857
41,10980
41,11163
41,11451
41,11516
41,11540
41,11576
41,11996
41,12443
41,12620
41,12700
41,12734
41,14127
41,14677
42,1141
42,1252
42,1821
42,3638
42,5390
42,5809
42,7623
42,9274
42,10243
42,11006
42,11374
42,11826
43,660
43,1811
43,1820
43,1891
43,2742
43,5355
43,7020
43,9671
43,9672
43,11142
44,1122
44,1227
44,1682
44,1686
44,2365
44,2522
44,2532
44,2550
44,2551
44,2557
44,2839
44,2841
44,3435
44,3443
44,4401
44,4406
44,4407
44,4959
44,5698
44,6404
44,7658
44,7659
44,7660
44,7661
44,8730
44,8906
44,9464
44,9579
44,9585
44,12829
44,13064
44,13065
44,13066
44,13067
44,13487
44,14134
44,14193
44,14507
45,839
45,1914
45,2692
45,3463
45,5094
45,6250
45,6994
45,9541
45,10309
45,10321
45,11297
45,14683
46,47
46,168
46,645
46,3108
46,3301
46,3302
46,3394
46,3647
46,4408
46,5533
46,5700
46,5705
46,5749
46,5936
46,7665
46,9340
46,9560
46,9595
46,9673
46,11129
46,12269
46,12818
46,13387
46,13446
46,14700
47,168
47,645
47,3108
47,3301
47,3302
47,3394
47,3647
47,4408
47,5533
47,5700
47,5705
47,5749
47,5936
47,7665
47,9340
47,9560
47,9595
47,9673
47,11129
47,12269
47,12818
47,13387
47,13446
47,14700
48,206
48,434
48,435
48,1051
48,1488
48,1808
48,3180
48,4685
48,5140
48,7108
48,7773
48,8487
48,9975
48,10135
48,10839
48,12239
48,12655
48,13304
48,13625
48,13626
48,13876
49,188
49,312
49,593
49,628
49,930
49,1002
49,1303
49,2111
49,2380
49,2464
49,2498
49,2576
49,2611
49,2614
49,3581
49,4026
49,4699
49,4700
49,4774
49,5358
49,5855
49,6060
49,6412
49,6643
49,7447
49,7896
49,7940
49,8317
49,8337
49,8355
49,8475
49,8792
49,9327
49,9602
49,9976
49,10582
49,10773
49,11997
49,12170
49,12261
49,12540
49,12616
49,13615
49,13802
49,13807
49,14723
50,850
50,895
50,954
50,1535
50,1773
50,1881
50,1886
50,1887
50,2012
50,2481
50,2585
50,2877
50,2918
50,3001
50,3325
50,3327
50,3646
50,3815
50,3816
50,3852
50,4246
50,4390
50,4461
50,4462
50,4476
50,4487
50,4593
50,5290
50,5384
50,5385
50,5408
50,5445
50,6027
50,6028
50,6387
50,6517
50,6552
50,6725
50,6783
50,6840
50,6945
50,7025
50,7066
50,7067
50,7105
50,7523
50,7610
50,7952
50,7969
50,8188
50,8736
50,8839
50,8901
50,9070
50,9249
50,9257
50,9269
50,9346
50,9604
50,9700
50,9906
50,10089
50,10090
50,10120
50,10136
50,10377
50,10458
50,10694
50,10807
50,11264
50,11565
50,11691
50,11770
50,11789
50,11799
50,11800
50,11801
50,11802
50,11836
50,11962
50,11983
50,12024
50,12264
50,12297
50,12528
50,12581
50,12817
50,13212
50,13261
50,13328
50,13393
50,13484
50,13563
50,13947
50,14131
50,14159
50,14265
50,14319
50,14426
51,1921
51,2273
51,2699
51,2812
51,3822
51,3825
51,6378
51,6379
51,7667
51,8937
51,9612
51,11299
51,11548
51,14231
52,53
52,54
52,1118
52,1427
52,1452
52,2362
52,2701
52,2799
52,3330
52,4447
52,5159
52,5756
52,5884
52,6460
52,7545
52,7856
52,7898
52,8733
52,9058
52,9467
52,9693
52,10392
52,10930
52,11193
52,11326
52,12445
52,12550
52,13449
53,54
53,1118
53,1427
53,1452
53,2362
53,2701
53,2799
53,3330
53,4447
53,5159
53,5756
53,5884
53,6460
53,7545
53,7856
53,7898
53,8733
53,9058
53,9467
53,9693
53,10392
53,10930
53,11193
53,11326
53,12445
53,12550
53,13449
54,1118
54,1427
54,1452
54,2362
54,2701
54,2799
54,3330
54,4447
54,5159
54,5756
54,5884
54,6460
54,7545
54,7856
54,7898
54,8733
54,9058
54,9467
54,9693
54,10392
54,10930
54,11193
54,11326
54,12445
54,12550
54,13449
55,653
55,1395
55,1637
55,2348
55,2470
55,2492
55,3182
55,3621
55,4155
55,4803
55,5916
55,6381
55,6406
55,7555
55,7733
55,7734
55,8163
55,9667
55,10900
55,11660
55,12224
55,12584
55,12945
56,57
56,68
56,2788
56,3231
56,4483
56,4484
56,4485
56,6408
56,7069
56,7318
56,9422
56,10326
56,10609
56,10832
56,12569
56,12982
56,13280
56,13719
56,13759
56,13785
56,14251
57,68
57,2788
57,3231
57,4483
57,4484
57,4485
57,4755
57,6408
57,7069
57,7318
57,9422
57,10326
57,10609
57,10832
57,12569
57,12982
57,13280
57,13719
57,13759
57,13785
57,14251
58,2638
58,4854
58,5603
58,8625
58,8896
58,11425
58,11955
58,12615
58,13722
58,13948
59,1024
59,1025
59,2566
59,2996
59,2997
59,3050
59,4684
59,5080
59,5121
59,6397
59,6595
59,7961
59,8089
59,9098
59,9145
59,9959
59,9962
59,11095
59,11944
59,12911
59,13996
59,14207
59,14514
60,988
60,2190
60,4804
60,8079
60,9424
60,10942
60,11248
60,12423
60,13009
60,14586
60,14625
61,154
61,330
61,643
61,680
61,856
61,913
61,944
61,1080
61,1444
61,1705
61,1706
61,1896
61,2505
61,2698
61,2725
61,2966
61,2968
61,3056
61,3188
61,4919
61,5514
61,5843
61,7004
61,7050
61,7051
61,7810
61,8066
61,8160
61,8293
61,8295
61,9120
61,9770
61,9955
61,10282
61,10325
61,10330
61,10448
61,10729
61,11114
61,11287
61,11298
61,11321
61,12422
61,12951
61,13166
61,13717
61,14230
61,14644
62,876
62,1126
62,3596
62,3884
62,4326
62,4405
62,5551
62,5917
62,7028
62,7029
62,7401
62,8764
62,12558
62,12806
62,13486
62,14000
62,14177
63,182
63,509
63,522
63,523
63,1868
63,2135
63,2816
63,2819
63,3095
63,3118
63,3943
63,4053
63,4296
63,4467
63,4472
63,4915
63,5076
63,5565
63,6118
63,6346
63,6587
63,6792
63,6935
63,8567
63,8751
63,8778
63,9927
63,9986
63,10319
63,10320
63,10926
63,10938
63,11420
63,11421
63,11707
63,11708
63,12348
63,12452
63,13247
63,13709
63,13713
63,13849
63,13990
63,14260
63,14261
63,14711
64,114
64,933
64,1179
64,1552
64,1553
64,1611
64,1676
64,2088
64,2089
64,2153
64,2217
64,2235
64,3013
64,3197
64,3527
64,3883
64,4285
64,4340
64,4609
64,4660
64,4908
64,5032
64,5034
64,5271
64,5281
64,6042
64,6208
64,6285
64,6677
64,6822
64,7422
64,7552
64,7745
64,7826
64,7906
64,7907
64,8386
64,8602
64,8940
64,9426
64,9884
64,9885
64,10462
64,10498
64,10689
64,10705
64,10885
64,10886
64,11254
64,11874
64,12306
64,12383
64,12386
64,12537
64,12556
64,12972
64,13105
64,13181
64,13708
64,13847
64,14146
64,14175
64,14590
65,66
65,497
65,1522
65,1768
65,2444
65,3431
65,4941
65,6671
65,6909
65,9435
65,9512
65,10709
65,10965
65,14130
66,497
66,1522
66,1768
66,2444
66,3431
66,4941
66,6671
66,6909
66,9435
66,9512
66,10709
66,10965
66,14130
67,585
67,654
67,837
67,1119
67,1487
67,1945
67,2176
67,3237
67,3976
67,4452
67,4784
67,5724
67,5769
67,6152
67,6153
67,7011
67,7081
67,7082
67,7388
67,8219
67,8591
67,8681
67,9588
67,9957
67,10011
67,10920
67,11081
67,11269
67,12946
67,13073
67,13284
67,13408
67,13913
67,14516
68,2788
68,3231
68,4483
68,4484
68,4485
68,4755
68,6408
68,7069
68,7318
68,9422
68,10326
68,10609
68,10832
68,12569
68,12982
68,13280
68,13719
68,13759
68,13785
68,14251
69,1199
69,2565
69,4329
69,4583
69,5268
69,5627
69,6472
69,6591
69,7068
69,10639
69,13236
70,3726
70,4978
70,6877
70,9820
70,10610
70,10743
70,10974
70,13421
70,13923
70,14354
70,14355
71,969
71,2418
71,3064
71,3347
71,3700
71,4469
71,4471
71,4807
71,4923
71,5031
71,6020
71,6175
71,6513
71,9123
71,9298
71,9299
71,9915
71,9916
71,11349
71,11606
71,11818
71,12140
71,13332
71,13333
71,14504
72,411
72,580
72,581
72,1598
72,2712
72,4230
72,4310
72,4363
72,4827
72,4860
72,5236
72,5591
72,6070
72,6231
72,8667
72,8891
72,8892
72,10249
72,11037
72,11435
72,11457
72,12477
72,12753
72,12859
72,13692
72,14474
72,14485
72,14597
72,14618
73,139
73,863
73,1482
73,1740
73,2221
73,2396
73,3339
73,3340
73,3793
73,3924
73,4047
73,4102
73,4103
73,4173
73,4358
73,4359
73,4932
73,5238
73,5777
73,5783
73,5784
73,5794
73,6178
73,6179
73,6996
73,7193
73,7873
73,8550
73,8791
73,8969
73,9112
73,9114
73,9777
73,10558
73,11820
73,11876
73,12041
73,12143
73,12257
73,12456
73,12836
73,13481
73,13542
73,13654
73,13851
73,13885
73,14732
74,104
74,1905
74,2507
74,3740
74,4128
74,4924
74,5352
74,5767
74,6546
74,6633
74,7839
74,8162
74,9084
74,9390
74,10570
74,12021
74,12381
74,12736
74,13111
74,14361
74,14430
74,14609
75,1015
75,1154
75,1515
75,1519
75,1650
75,1778
75,2604
75,2613
75,2844
75,4538
75,5428
75,5893
75,7988
75,8310
75,9057
75,9518
75,9784
75,10577
75,11250
75,11380
75,11381
75,11478
75,11628
75,11865
75,12688
75,12703
75,13355
75,14347
75,14627
75,14737
76,77
76,194
76,560
76,2480
76,3309
76,3336
76,3391
76,4017
76,4073
76,5327
76,5689
76,5707
76,5764
76,6684
76,7186
76,7605
76,8040
76,8107
76,9164
76,9843
76,9953
76,10236
76,10722
76,11213
76,11214
76,11333
76,12524
76,13533
76,13842
76,14275
77,194
77,560
77,2480
77,3309
77,3336
77,3391
77,4017
77,4073
77,5327
77,5689
77,5707
77,5764
77,6684
77,7186
77,7605
77,8040
77,8107
77,9164
77,9843
77,9953
77,10236
77,10722
77,11213
77,11214
77,11333
77,12524
77,13533
77,13842
77,14275
78,1489
78,1617
78,2025
78,3043
78,3817
78,4443
78,4637
78,5059
78,6458
78,6714
78,6865
78,10765
78,11534
78,12473
78,12987
78,13614
78,13952
78,14023
79,973
79,1048
79,3753
79,4345
79,4903
79,6789
79,8138
79,8301
79,10732
79,11578
79,11797
79,12045
79,12117
79,12118
79,12174
79,12221
79,14340
79,14393
79,14394
79,14709
80,588
80,2206
80,2297
80,2796
80,3855
80,4515
80,5346
80,6419
80,6614
80,6786
80,7612
80,9581
80,10347
80,11641
80,11748
80,12291
80,12506
80,13351
80,14259
80,14455
81,761
81,943
81,1019
81,1100
81,1121
81,1844
81,1982
81,2556
81,2678
81,2689
81,2843
81,3317
81,3319
81,3416
81,5429
81,5437
81,5639
81,5676
81,5841
81,5852
81,6362
81,6365
81,6585
81,6967
81,6968
81,7270
81,7316
81,7451
81,7578
81,7582
81,7963
81,8289
81,8687
81,8731
81,9478
81,10447
81,10833
81,11132
81,12033
81,12599
81,12627
81,13544
81,13611
81,13778
81,13779
82,161
82,303
82,1298
82,2568
82,2728
82,4226
82,4415
82,4549
82,4663
82,5781
82,6537
82,6778
82,6779
82,6780
82,7805
82,7806
82,8288
82,8393
82,10310
82,10884
82,12441
82,12664
82,13229
82,13230
83,459
83,535
83,981
83,1326
83,1814
83,2897
83,3529
83,3818
83,5288
83,5289
83,6833
83,6839
83,8239
83,8425
83,9195
83,9507
83,9739
83,9852
83,10155
83,10316
83,10766
83,11675
83,11742
83,12234
83,12541
83,12551
83,12563
83,12738
83,12819
83,13407
83,13730
83,14097
83,14288
84,1721
84,4361
84,5460
84,5468
84,7524
84,8063
84,9073
84,9182
84,9825
84,10673
84,10782
84,12009
84,13489
84,13934
84,14061
84,14446
85,538
85,544
85,547
85,548
85,817
85,980
85,1261
85,1262
85,1307
85,2068
85,2158
85,2932
85,2934
85,3156
85,3158
85,3558
85,3652
85,4256
85,4419
85,4498
85,5278
85,5279
85,5448
85,5837
85,5840
85,6370
85,6629
85,6630
85,6674
85,6676
85,6693
85,7265
85,7596
85,8327
85,8353
85,9082
85,9463
85,10315
85,10372
85,10567
85,11047
85,11511
85,11512
85,11670
85,11730
85,11731
85,11834
85,11858
85,12097
85,12668
85,13029
85,13054
85,13958
85,13959
85,14095
85,14179
85,14240
85,14432
85,14606
86,441
86,1659
86,2453
86,2676
86,2859
86,3068
86,3112
86,3398
86,4426
86,5126
86,5150
86,5668
86,6096
86,6573
86,6707
86,9090
86,9351
86,10364
86,10487
86,10488
86,11135
86,11476
86,11547
86,11852
86,12557
86,13574
86,14019
86,14372
86,14494
86,14662
87,287
87,566
87,1968
87,3196
87,3219
87,3631
87,4516
87,5454
87,7139
87,7868
87,12724
87,13756
88,1817
88,2222
88,2936
88,4118
88,4119
88,4808
88,5830
88,6040
88,6757
88,6863
88,7356
88,7731
88,8141
88,8342
88,8400
88,9873
88,9918
88,10082
88,10274
88,10623
88,10760
88,11509
88,12969
88,13245
88,14031
89,143
89,191
89,263
89,295
89,400
89,404
89,485
89,490
89,540
89,822
89,823
89,1128
89,1148
89,1461
89,1496
89,1558
89,2037
89,2055
89,2070
89,2625
89,2719
89,2757
89,2775
89,2823
89,2845
89,3073
89,3142
89,3187
89,3407
89,3776
89,3898
89,3944
89,4032
89,4041
89,4166
89,4316
89,4378
89,4527
89,4528
89,4850
89,4927
89,5114
89,5208
89,5455
89,5456
89,5590
89,5654
89,5918
89,5958
89,6165
89,6166
89,6249
89,6256
89,6347
89,6423
89,6433
89,6545
89,6566
89,6567
89,6576
89,6578
89,6687
89,6688
89,6716
89,6830
89,6905
89,6918
89,6992
89,7464
89,7539
89,7634
89,7705
89,8068
89,8363
89,8410
89,8436
89,8440
89,8504
89,8525
89,9091
89,9143
89,9262
89,9278
89,9362
89,9364
89,9461
89,9532
89,9535
89,9625
89,9642
89,9809
89,9827
89,9887
89,10006
89,10086
89,10308
89,10354
89,10366
89,10380
89,10404
89,10483
89,10499
89,10565
89,10590
89,10843
89,11007
89,11026
89,11057
89,11194
89,11221
89,11226
89,11227
89,11553
89,11893
89,11922
89,11923
89,11933
89,12082
89,12196
89,12426
89,13056
89,13084
89,13514
89,13517
89,13535
89,13627
89,14236
89,14358
89,14433
89,14490
89,14657
89,14714
90,794
90,1840
90,2242
90,2589
90,2740
90,2846
90,3241
90,3253
90,3731
90,4791
90,5433
90,6307
